Market,State,Weeks,Periods,Month,Year,TORTILLAS_KGS,TORTILLAS_PROMODOLLARS,TORTILLAS_PROMOKGS,TORTILLAS_DOLLARS,TORTILLAS_TDP,TORTILLAS_U,TOSTADAS_KGS,TOSTADAS_PROMODOLLARS,TOSTADAS_PROMOKGS,TOSTADAS_DOLLARS,TOSTADAS_TDP,TOSTADAS_U
Phoenix/Tucson,Arizona,26/06/2022,P1,6,2022,156430.1846,622772.3054,110220.6771,898534.0789,1691.903287,260897.1303,14773.34282,44146.96933,8729.856617,84810.40871,379.2309105,22202.81883
Boston,Massachusetts,26/06/2022,P1,6,2022,90782.94072,0,0,622439.5635,1352.581239,168706.0376,13435.29201,0,0,81224.10362,353.0597441,19715.38045
Sacramento,California,26/06/2022,P1,6,2022,58662.17734,0,0,368448.9662,1680.325144,98780.58942,5215.603371,0,0,33351.31258,342.4630767,7671.652042
Des Moines,Iowa,26/06/2022,P1,6,2022,31845.11003,0,0,183674.4427,1740.015958,49140.58344,1861.343253,0,0,10149.27339,349.7501146,2732.805004
Peoria/Springfield,Illinois,26/06/2022,P1,6,2022,62202.81518,262219.8159,45636.27537,367112.4925,1652.910451,105355.945,3395.112352,7698.647651,1451.75014,19902.12076,289.5078697,4991.742629
Wichita,Kansas,26/06/2022,P1,6,2022,31204.98381,0,0,172773.6806,1814.854307,49804.79138,1636.679809,0,0,8861.279536,315.9752058,2399.761468
Charlotte,Carolina del Norte,26/06/2022,P1,6,2022,91757.53628,0,0,524443.3092,1438.765215,173315.0917,7368.826311,0,0,46630.0566,308.0362943,10818.45845
Miami/Ft Lauderdale,Florida,26/06/2022,P1,6,2022,65271.73063,157410.2382,19969.36394,532505.169,1426.086757,183612.4536,14662.87902,56131.4903,7592.531938,108136.9123,324.8641201,21446.51035
Birmingham/Montgomery,Alabama,26/06/2022,P1,6,2022,110667.7495,0,0,738957.0713,1658.155797,233010.5976,8230.972008,0,0,55506.6105,291.8421414,12126.73062
Los Angeles,California,26/06/2022,P1,6,2022,448661.4306,1861282.833,348878.2951,2508161.958,1750.144572,777108.566,27936.37075,82609.08151,14886.56681,172132.8045,333.479607,41817.88056
Wichita,Kansas,03/07/2022,P1,7,2022,36798.68497,0,0,196371.2814,1765.434454,56901.85375,2055.116461,0,0,10578.00646,325.2221823,3008.487506
Atlanta,Georgia,03/07/2022,P1,7,2022,151053.5684,0,0,894488.1589,1674.504726,320480.7853,14100.5668,0,0,75932.06443,358.3439738,20586.24467
Phoenix/Tucson,Arizona,03/07/2022,P1,7,2022,178073.3215,765404.0497,137510.8231,1004183.57,1687.28592,297842.7364,16842.76006,56508.77465,11336.24381,93748.04423,404.8460323,25618.54551
Indianapolis,Indiana,03/07/2022,P1,7,2022,88300.63137,403629.6615,70929.73157,510372.197,1743.164444,153120.5076,6300.902273,24872.18641,4849.495455,33618.48991,327.3291102,9199.618162
Louisville,Kentucky,03/07/2022,P1,7,2022,49299.13363,0,0,283272.2138,1737.224177,86854.85032,2757.979153,0,0,14782.2623,302.8008409,4040.019744
Peoria/Springfield,Illinois,03/07/2022,P1,7,2022,70671.12171,293839.9479,53178.08907,406905.5383,1636.740041,115347.4454,3605.456321,9036.487846,1611.311967,22046.32771,276.601767,5283.624422
San Diego,California,03/07/2022,P1,7,2022,92065.00468,378645.6066,68938.90222,531699.5139,1726.875428,158592.8339,8797.684117,40445.39395,7031.042892,51760.51318,378.3250673,13240.96315
Kansas City,Kansas,03/07/2022,P1,7,2022,79090.50327,301230.9847,58295.21477,433639.6583,1623.378993,116717.3937,4540.06565,12229.92191,1799.473804,31163.54552,299.3065651,6680.813884
Miami/Ft Lauderdale,Florida,03/07/2022,P1,7,2022,117865.7552,528448.6866,88979.34536,747932.9199,1464.712182,272703.361,22818.82136,99025.12262,19374.40723,120325.6375,340.276985,33316.59659
Orlando,Florida,03/07/2022,P1,7,2022,126422.0649,517496.1142,91036.37394,743528.1745,1540.846436,243314.6845,14092.68178,57493.26787,11344.90679,73908.33701,336.2283513,20513.09939
Birmingham/Montgomery,Alabama,03/07/2022,P1,7,2022,139049.3344,0,0,832291.7935,1649.394194,279814.7203,9318.285156,0,0,52711.68541,294.1795849,13707.50613
Little Rock,Arkansas,03/07/2022,P1,7,2022,31845.13344,0,0,183210.1212,1646.379451,58216.00844,1522.846614,0,0,8738.178955,319.6414017,2233.571754
Sacramento,California,03/07/2022,P1,7,2022,68440.93036,0,0,439020.2624,1690.416137,113868.9943,5307.809443,0,0,33208.26495,375.9009068,7792.158375
Des Moines,Iowa,03/07/2022,P1,7,2022,42372.82372,0,0,233430.7559,1695.67149,60993.64182,1956.909593,0,0,13105.67923,350.6217393,2872.024391
Charlotte,Carolina del Norte,03/07/2022,P1,7,2022,72906.58558,0,0,478204.0737,1423.349855,138222.3432,9202.154575,0,0,52281.53852,322.1916096,13484.89163
Raleigh/Greensboro,Carolina del Norte,03/07/2022,P1,7,2022,80162.05939,0,0,541584.197,1493.301654,154716.8531,10404.94315,0,0,61083.04311,312.9354689,15317.03484
Chicago,Illinois,03/07/2022,P1,7,2022,295953.0782,1335532.887,223763.4442,1792152.118,1657.889911,547280.7322,19954.45659,84761.62318,14111.22662,123610.9354,287.4064357,29215.18985
Los Angeles,California,03/07/2022,P1,7,2022,564866.2647,2300780.484,450247.4655,3028156.534,1783.283226,955201.5317,26961.72477,107348.7654,18946.46024,161486.0053,352.471478,41035.828
Jacksonville,Florida,03/07/2022,P1,7,2022,53302.21568,211086.3292,37633.25148,320296.1595,1570.172153,108416.311,6984.922141,28780.82237,5744.523584,36438.62839,360.4657447,10229.83962
South Carolina,Carolina del Sur,03/07/2022,P1,7,2022,153492.1344,0,0,954021.67,1649.581819,312447.1779,14774.30734,0,0,84637.00335,308.139397,21672.64218
Tampa/St Petersburg,Florida,03/07/2022,P1,7,2022,118423.8262,483458.5468,86330.86907,690154.2396,1639.167811,226490.829,16394.04431,68322.14479,13647.13495,84436.18468,345.480436,23833.84746
Hartford/Springfield,Massachusetts,03/07/2022,P1,7,2022,64713.15066,0,0,422382.8592,1359.290436,115348.028,6736.995604,0,0,41940.70042,349.6948196,9877.687002
San Francisco/Oakland,California,03/07/2022,P1,7,2022,92302.18685,493096.49,69724.07809,658499.662,1744.062202,173068.9683,9871.988953,44884.61844,7006.668734,65078.87579,377.3860365,14566.80659
Boise,Idaho,03/07/2022,P1,7,2022,24322.56949,0,0,134463.1141,1939.959418,39534.46206,2639.81824,0,0,15391.35486,360.3500414,3853.983181
Denver,Colorado,03/07/2022,P1,7,2022,134000.6981,622210.4039,110444.1064,762174.922,1624.641263,208368.7852,15826.65203,74751.13684,12905.95458,92162.86143,359.1696211,23091.73902
Boston,Massachusetts,03/07/2022,P1,7,2022,107531.9909,0,0,698881.6422,1372.945909,196032.0755,12875.26086,0,0,76183.09909,348.508824,18898.93018
Sacramento,California,10/07/2022,P2,7,2022,63367.31485,0,0,385647.8229,1665.05061,105825.9626,2982.789344,0,0,18799.65448,319.4015234,4396.65198
Indianapolis,Indiana,10/07/2022,P2,7,2022,84204.84279,351458.161,59280.14754,502573.9371,1717.066688,147594.7164,3907.763331,14239.87594,2775.826117,21094.48818,303.978643,5708.465302
Charlotte,Carolina del Norte,10/07/2022,P2,7,2022,65670.07079,0,0,437159.3168,1462.897242,128561.2152,5538.364349,0,0,34464.74994,304.6327093,8130.572295
San Diego,California,10/07/2022,P2,7,2022,78145.04738,309463.2126,54158.17124,468103.7211,1713.790439,136438.0737,6950.226553,20169.03657,3884.800546,40539.19205,333.0186614,10636.41768
Miami/Ft Lauderdale,Florida,10/07/2022,P2,7,2022,84545.69897,318021.5996,48623.47584,600522.2713,1488.194232,219562.4975,17986.10239,80827.84553,13963.97941,105951.1174,315.659833,26212.03336
Boise,Idaho,10/07/2022,P2,7,2022,18760.21408,0,0,112385.2056,1834.092084,30568.36151,2093.889304,0,0,12950.81365,371.1387419,3062.470482
Orlando,Florida,10/07/2022,P2,7,2022,94649.11,347143.3008,56158.80506,602740.7322,1594.046815,190750.9074,8142.096507,26582.18861,4931.027827,45668.25949,324.0062796,11795.99662
Boston,Massachusetts,10/07/2022,P2,7,2022,109198.1845,0,0,728438.8689,1376.366775,196207.9462,9203.396405,0,0,55433.85031,315.3756079,13509.10077
Little Rock,Arkansas,10/07/2022,P2,7,2022,30578.8863,0,0,186535.3987,1679.805374,55165.06626,1556.431307,0,0,8838.365617,300.1700859,2279.998278
Des Moines,Iowa,10/07/2022,P2,7,2022,30130.90194,0,0,177354.8281,1702.803986,46359.17145,1571.132578,0,0,10514.6161,359.7768951,2315.990153
Wichita,Kansas,10/07/2022,P2,7,2022,34992.40491,0,0,196671.8095,1672.808895,54458.77656,2092.413751,0,0,10963.71511,312.5581775,3058.010547
Tampa/St Petersburg,Florida,10/07/2022,P2,7,2022,84905.14893,306276.162,49300.13369,543316.8362,1691.92828,172132.0265,12719.20789,51605.46812,9278.619236,71815.12415,322.1951808,18435.32304
Raleigh/Greensboro,Carolina del Norte,10/07/2022,P2,7,2022,73880.8958,0,0,500071.5456,1477.270153,145874.5489,6835.484597,0,0,43054.71514,300.4633792,10093.68924
Hartford/Springfield,Massachusetts,10/07/2022,P2,7,2022,67491.02447,0,0,448195.6061,1355.05595,119242.1688,5888.639796,0,0,34603.89707,311.3425203,8637.943252
San Francisco/Oakland,California,10/07/2022,P2,7,2022,84245.34403,358809.5674,60820.51461,527700.3288,1693.543221,159604.8495,5279.632289,8983.8481,1683.09498,35351.38064,324.0359448,7851.935365
Denver,Colorado,10/07/2022,P2,7,2022,124086.3596,577552.9805,94202.56859,759748.7834,1571.635843,197850.5785,8544.565002,37741.71467,6653.462608,49169.98119,325.6735521,12526.55775
Louisville,Kentucky,10/07/2022,P2,7,2022,46701.49982,0,0,278437.2591,1685.724571,81717.40178,1702.181509,0,0,9431.862115,247.8455822,2502.131972
South Carolina,Carolina del Sur,10/07/2022,P2,7,2022,143424.6198,0,0,931529.5323,1667.640157,296974.6872,10672.3261,0,0,65104.32757,291.7660996,15669.69389
Kansas City,Kansas,10/07/2022,P2,7,2022,63540.97798,246304.4036,40977.0297,382900.5741,1590.411362,99928.40363,4690.145687,8909.847527,1702.877658,29599.00917,306.0224537,6877.486415
Phoenix/Tucson,Arizona,10/07/2022,P2,7,2022,183083.8534,629080.3886,117885.9913,1027927.967,1729.774914,305953.9027,14345.20186,37180.42999,8043.525468,79522.75999,427.1320343,21908.41411
Birmingham/Montgomery,Alabama,10/07/2022,P2,7,2022,122547.8246,0,0,777042.7003,1642.838054,250136.3094,5835.814122,0,0,34569.32057,256.6584765,8612.503255
Jacksonville,Florida,10/07/2022,P2,7,2022,39851.77899,135652.0339,22048.10236,260232.0488,1653.771303,85780.96487,5231.116926,21716.05312,3940.188909,29553.96216,345.2435984,7642.582571
Peoria/Springfield,Illinois,10/07/2022,P2,7,2022,63583.26336,258316.4723,43365.13867,388762.3942,1631.130443,105229.2917,3462.014012,8917.283154,1648.073408,20275.18697,269.8464615,5064.205599
Atlanta,Georgia,10/07/2022,P2,7,2022,127538.3397,0,0,827352.8078,1683.842553,276251.8569,10567.2543,0,0,59609.84221,329.377461,15425.04676
Chicago,Illinois,10/07/2022,P2,7,2022,237350.0304,983018.7879,160514.384,1495326.124,1636.290463,459069.1098,17126.10385,36836.05156,7973.383353,99181.31839,269.8951734,25036.03281
Los Angeles,California,10/07/2022,P2,7,2022,446061.5585,1775601.06,317425.6566,2587508.027,1726.146196,756022.0995,21320.34147,76434.09828,15036.11859,118788.8262,326.2372616,32937.39968
Sacramento,California,17/07/2022,P2,7,2022,50215.7747,0,0,329378.5774,1632.96175,84104.07645,3477.911006,0,0,24676.96568,362.7940147,5119.197485
Indianapolis,Indiana,17/07/2022,P2,7,2022,72080.80765,330519.1459,53976.75207,452287.4351,1697.076994,128066.4619,3251.255283,12567.84922,2348.681905,18035.12336,285.4332474,4745.094405
Charlotte,Carolina del Norte,17/07/2022,P2,7,2022,67019.97374,0,0,437101.1503,1460.511631,130695.4793,5874.237889,0,0,32869.61071,298.6266954,8562.912002
San Diego,California,17/07/2022,P2,7,2022,59484.99387,209339.7792,35624.77875,383315.3757,1659.186233,106609.6695,5887.194958,23160.78314,4466.956882,32123.6538,309.7758708,9107.677163
Miami/Ft Lauderdale,Florida,17/07/2022,P2,7,2022,75262.57065,323510.963,48709.1915,535335.8681,1436.190287,205144.5521,14029.1564,61629.96858,10334.31474,86260.87533,285.7316023,20440.97978
Boise,Idaho,17/07/2022,P2,7,2022,14162.35571,0,0,90757.16,1815.7238,23840.44882,2215.369071,0,0,12449.56222,398.2996729,3243.072735
Orlando,Florida,17/07/2022,P2,7,2022,86856.04868,339270.0355,57098.93174,543700.8911,1519.196639,176551.458,7478.921208,29190.91376,4993.904613,44268.32181,288.5453664,10802.0374
Boston,Massachusetts,17/07/2022,P2,7,2022,97848.42214,0,0,644271.8803,1341.487409,182302.8991,7341.399097,0,0,44211.2792,320.0035844,10797.28177
Little Rock,Arkansas,17/07/2022,P2,7,2022,29415.59417,0,0,179981.1091,1712.609223,53137.52286,1351.992143,0,0,7907.321068,268.0098747,1977.467559
Des Moines,Iowa,17/07/2022,P2,7,2022,27910.17684,0,0,163177.6393,1627.563629,38713.85604,1343.096566,0,0,7492.960787,351.5330779,1998.024146
Wichita,Kansas,17/07/2022,P2,7,2022,28886.79743,0,0,165050.6569,1647.322692,45878.24849,1326.576757,0,0,7279.164194,291.3563449,1941.384229
Tampa/St Petersburg,Florida,17/07/2022,P2,7,2022,81619.85981,322851.9014,56601.65024,497264.1391,1646.603094,163565.9112,10457.38373,45138.59173,7698.58268,62251.27318,307.9696952,15155.31602
Raleigh/Greensboro,Carolina del Norte,17/07/2022,P2,7,2022,74661.05752,0,0,499352.3018,1458.768618,147379.5878,7465.300623,0,0,41970.30674,313.7455431,11054.89581
Hartford/Springfield,Massachusetts,17/07/2022,P2,7,2022,55450.59417,0,0,377400.9825,1292.519681,100594.6898,4097.10794,0,0,26001.99372,292.2221918,5996.270339
San Francisco/Oakland,California,17/07/2022,P2,7,2022,65052.90979,223263.7994,34887.21745,465538.6881,1649.066995,124921.8058,5984.036684,6059.23455,1000.509331,44915.2096,351.3494937,8876.910315
Denver,Colorado,17/07/2022,P2,7,2022,97786.22733,416108.7968,67578.72633,625765.9768,1565.160209,161106.1731,9453.313526,44631.53001,7649.55238,55609.01767,380.9474215,13855.70921
South Carolina,Carolina del Sur,17/07/2022,P2,7,2022,137200.2921,0,0,894060.5137,1615.807868,284001.2019,9762.11709,0,0,54943.42658,269.1501447,14322.84939
Kansas City,Kansas,17/07/2022,P2,7,2022,56393.34952,207234.1937,38121.02061,339750.1019,1565.857867,88476.7018,3826.458748,6757.713429,1304.410521,23846.66369,297.9021248,5650.727793
Phoenix/Tucson,Arizona,17/07/2022,P2,7,2022,135879.3967,544601.345,93515.2166,829216.2589,1695.439473,233632.1886,13254.95702,42404.89361,9386.120283,67350.78013,386.5520598,20359.87061
Birmingham/Montgomery,Alabama,17/07/2022,P2,7,2022,112508.1741,0,0,711002.9728,1543.307479,230830.7311,5219.902929,0,0,32736.12107,235.3309015,7692.684017
Jacksonville,Florida,17/07/2022,P2,7,2022,39763.30172,158145.5832,28094.50419,243958.6654,1598.693856,84555.93062,4381.317361,17497.22013,2989.540347,26901.53306,327.5698629,6434.202313
Louisville,Kentucky,17/07/2022,P2,7,2022,40870.98495,0,0,252489.0872,1650.40829,72717.22712,1165.44191,0,0,6581.502822,207.4706412,1717.929753
Peoria/Springfield,Illinois,17/07/2022,P2,7,2022,55670.59477,236417.6339,40541.19508,341555.3568,1614.156044,93821.55842,2766.661679,8102.576228,1503.915506,16023.0307,258.6517728,4052.223939
Atlanta,Georgia,17/07/2022,P2,7,2022,117358.4115,0,0,783019.5585,1663.923088,261827.2772,7924.497029,0,0,46501.599,295.6003838,11568.71264
Chicago,Illinois,17/07/2022,P2,7,2022,201730.3892,813270.002,136923.9295,1322697.328,1580.718897,399947.9956,14421.07322,45396.84006,8805.81497,82934.9509,275.8740387,21205.55436
Los Angeles,California,17/07/2022,P2,7,2022,365124.0595,1434188.327,261343.48,2172561.666,1692.088712,637071.2588,17602.15984,72624.2285,14030.3512,95576.35424,306.1269074,27461.14695
Raleigh/Greensboro,Carolina del Norte,24/07/2022,P2,7,2022,105550.538,0,0,603274.2441,1460.010865,200037.4347,7960.335577,0,0,47667.54276,311.5650082,11815.51503
Kansas City,Kansas,24/07/2022,P2,7,2022,58045.05278,179959.5896,35222.63924,346334.4509,1547.126779,89302.3572,3746.190924,9979.137577,1544.983559,25532.46995,327.3429166,5806.78475
Boise,Idaho,24/07/2022,P2,7,2022,14740.02138,0,0,89757.2924,1746.653091,23935.60474,1507.946695,0,0,9447.025329,377.5688068,2211.322635
Chicago,Illinois,24/07/2022,P2,7,2022,232804.9327,942318.8271,168914.9657,1426528.962,1588.255549,444752.4862,8813.990663,17926.66302,3090.493174,58412.1259,240.0686219,13206.57314
Little Rock,Arkansas,24/07/2022,P2,7,2022,27009.83475,0,0,163274.7453,1686.506483,49040.21321,926.0201148,0,0,5475.480035,242.6750523,1358.620094
Indianapolis,Indiana,24/07/2022,P2,7,2022,73395.38083,306943.0608,50616.751,457257.2055,1700.444727,127595.9772,3005.306947,11403.13939,2057.268037,17529.05155,297.8477821,4792.806947
Tampa/St Petersburg,Florida,24/07/2022,P2,7,2022,70088.43207,243475.0292,40729.06438,469879.3705,1544.050099,140875.8746,8845.091703,36360.02204,5133.158518,60286.0352,291.9594986,12802.35762
San Francisco/Oakland,California,24/07/2022,P2,7,2022,60568.31833,175495.3949,24716.19607,450783.8053,1609.683682,119449.0131,12083.38158,54740.97852,9738.654798,71052.65947,364.7377386,17865.35712
Phoenix/Tucson,Arizona,24/07/2022,P2,7,2022,141364.4742,543295.5208,96592.69219,833221.8559,1686.432798,237638.4477,6131.15368,16345.66656,3105.382084,36920.62346,335.8468796,9893.443814
Sacramento,California,24/07/2022,P2,7,2022,50475.84527,0,0,324569.4527,1611.290253,85445.66659,6316.321075,0,0,38781.51733,365.3389538,9478.537091
Des Moines,Iowa,24/07/2022,P2,7,2022,29112.47885,0,0,172482.0539,1674.028579,41896.57074,1211.533681,0,0,8641.592078,332.0872812,1810.049162
Jacksonville,Florida,24/07/2022,P2,7,2022,33553.90097,111622.2419,18441.51961,228468.563,1460.925222,72204.52038,3692.085054,12447.28191,1902.479951,25262.50596,309.3422313,5437.201159
Louisville,Kentucky,24/07/2022,P2,7,2022,39487.46783,0,0,242287.9795,1654.063622,69475.94871,872.9601012,0,0,5049.944981,171.8978037,1321.967758
Peoria/Springfield,Illinois,24/07/2022,P2,7,2022,53025.38937,175241.9176,30754.7296,324157.0512,1588.896281,87499.47546,2271.829221,5973.179787,1076.452253,13929.32578,258.5475697,3401.350475
South Carolina,Carolina del Sur,24/07/2022,P2,7,2022,155525.799,0,0,935092.7662,1572.506451,314916.5594,9111.631887,0,0,58427.5021,254.286147,13375.37886
San Diego,California,24/07/2022,P2,7,2022,60813.75507,219707.8019,38561.14058,382327.3306,1666.544253,106974.8048,3932.90308,10358.1573,1775.272955,25164.94715,273.9499594,6406.397382
Hartford/Springfield,Massachusetts,24/07/2022,P2,7,2022,61547.44869,0,0,402500.1805,1255.054834,110031.3131,4124.14187,0,0,25176.31598,289.4810002,6150.995967
Atlanta,Georgia,24/07/2022,P2,7,2022,108587.0171,0,0,746213.5743,1606.232559,243619.9799,7121.120715,0,0,46932.98445,290.7949936,10396.60179
Orlando,Florida,24/07/2022,P2,7,2022,78133.5375,261253.5159,44774.53905,523480.2904,1436.847242,159492.3984,4682.12291,9395.307435,1439.532896,31322.11604,266.0758721,6756.896928
Boston,Massachusetts,24/07/2022,P2,7,2022,86267.1285,0,0,621530.3137,1277.141553,159237.8087,7401.70863,0,0,44362.96531,309.1342355,11008.15965
Wichita,Kansas,24/07/2022,P2,7,2022,27185.06504,0,0,157589.4356,1644.677398,41891.04906,1340.117576,0,0,7714.163665,297.3662123,2077.873565
Charlotte,Carolina del Norte,24/07/2022,P2,7,2022,90280.76064,0,0,515818.4928,1417.984681,170353.4127,7032.395427,0,0,40552.88562,295.8345061,10230.78757
Miami/Ft Lauderdale,Florida,24/07/2022,P2,7,2022,67902.59195,197648.5451,28749.54246,535856.5805,1411.848777,191474.3708,12966.29095,54549.98781,7444.104847,93258.92353,259.3925183,18889.22633
Denver,Colorado,24/07/2022,P2,7,2022,100349.2026,442167.7106,75958.25096,617318.9503,1662.96249,159493.6877,13776.22409,64373.03603,10852.47969,81884.50863,355.5433923,20318.72792
Birmingham/Montgomery,Alabama,24/07/2022,P2,7,2022,109305.8168,0,0,708809.0948,1505.286414,223756.6409,3520.638549,0,0,23265.14699,169.751519,5240.08655
Los Angeles,California,24/07/2022,P2,7,2022,366448.5233,1443364.297,261333.9879,2186619.625,1715.231739,629372.4229,13479.54671,30918.15263,5745.937388,85317.01327,290.3758516,21666.14211
Indianapolis,Indiana,31/07/2022,P2,7,2022,65248.48986,262585.3035,43245.34614,411689.6451,1709.061588,115102.0333,2929.625819,8493.947281,1500.25125,17820.56862,277.1963655,4783.66308
Wichita,Kansas,31/07/2022,P2,7,2022,25756.35134,0,0,152623.0087,1621.286506,39846.19417,1505.267189,0,0,8588.029749,290.3809366,2303.305875
Hartford/Springfield,Massachusetts,31/07/2022,P2,7,2022,44357.0142,0,0,318538.06,1166.575287,80415.84525,4734.660219,0,0,30123.70532,326.5650244,7054.769053
